"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 15 17:35:25 GMT 2023","Fri Sep 15 17:35:25 GMT 2023","2","","br.com.santocodigo.demotests.service.UserServiceTest","","br.com.santocodigo.demotests.service.UserServiceTest","shouldThrowExceptionWhenCreateUserWithNullArgument","shouldThrowExceptionWhenCreateUserWithNullArgument()",""
"passed","Fri Sep 15 17:35:23 GMT 2023","Fri Sep 15 17:35:23 GMT 2023","13","","br.com.santocodigo.demotests.integration.UserIntegrationServiceTest","","br.com.santocodigo.demotests.integration.UserIntegrationServiceTest","shouldRetrieveTestUser","shouldRetrieveTestUser()",""
"passed","Fri Sep 15 17:35:25 GMT 2023","Fri Sep 15 17:35:25 GMT 2023","3","","br.com.santocodigo.demotests.service.UserServiceTest","","br.com.santocodigo.demotests.service.UserServiceTest","shouldLoginSuccessfully","shouldLoginSuccessfully()",""
"passed","Fri Sep 15 17:35:25 GMT 2023","Fri Sep 15 17:35:25 GMT 2023","1","","br.com.santocodigo.demotests.service.UserServiceTest","","br.com.santocodigo.demotests.service.UserServiceTest","shouldThrowExceptionWhenCreateWithNullEmail","shouldThrowExceptionWhenCreateWithNullEmail()",""
"passed","Fri Sep 15 17:35:23 GMT 2023","Fri Sep 15 17:35:23 GMT 2023","729","","br.com.santocodigo.demotests.DemotestsApplicationTest","","br.com.santocodigo.demotests.DemotestsApplicationTest","main","main()",""
"passed","Fri Sep 15 17:35:25 GMT 2023","Fri Sep 15 17:35:25 GMT 2023","1","","br.com.santocodigo.demotests.service.UserServiceTest","","br.com.santocodigo.demotests.service.UserServiceTest","shouldThrowExceptionWhenLoginWithNullEmail","shouldThrowExceptionWhenLoginWithNullEmail()",""
"passed","Fri Sep 15 17:35:25 GMT 2023","Fri Sep 15 17:35:25 GMT 2023","28","","br.com.santocodigo.demotests.service.UserServiceTest","","br.com.santocodigo.demotests.service.UserServiceTest","shouldRetrieveUser","shouldRetrieveUser()",""
"passed","Fri Sep 15 17:35:24 GMT 2023","Fri Sep 15 17:35:25 GMT 2023","243","","br.com.santocodigo.demotests.integration.UserIntegrationTest","","br.com.santocodigo.demotests.integration.UserIntegrationTest","shouldLogin","shouldLogin()",""
"passed","Fri Sep 15 17:35:25 GMT 2023","Fri Sep 15 17:35:25 GMT 2023","2","","br.com.santocodigo.demotests.service.UserServiceTest","","br.com.santocodigo.demotests.service.UserServiceTest","shouldCreateUser","shouldCreateUser()",""
"passed","Fri Sep 15 17:35:25 GMT 2023","Fri Sep 15 17:35:25 GMT 2023","1","","br.com.santocodigo.demotests.service.UserServiceTest","","br.com.santocodigo.demotests.service.UserServiceTest","shouldThrowExceptionWhenLoginWithNullUser","shouldThrowExceptionWhenLoginWithNullUser()",""
"passed","Fri Sep 15 17:35:25 GMT 2023","Fri Sep 15 17:35:25 GMT 2023","20","","br.com.santocodigo.demotests.integration.UserIntegrationTest","","br.com.santocodigo.demotests.integration.UserIntegrationTest","shouldRetrieveAllUsers","shouldRetrieveAllUsers()",""
"passed","Fri Sep 15 17:35:25 GMT 2023","Fri Sep 15 17:35:25 GMT 2023","2","","br.com.santocodigo.demotests.service.UserServiceTest","","br.com.santocodigo.demotests.service.UserServiceTest","shouldLoginFailWhenUserNotFound","shouldLoginFailWhenUserNotFound()",""
"passed","Fri Sep 15 17:35:25 GMT 2023","Fri Sep 15 17:35:25 GMT 2023","7","","br.com.santocodigo.demotests.service.UserServiceTest","","br.com.santocodigo.demotests.service.UserServiceTest","shouldRetrieveEmptyListOfUser","shouldRetrieveEmptyListOfUser()",""
"passed","Fri Sep 15 17:35:25 GMT 2023","Fri Sep 15 17:35:25 GMT 2023","12","","br.com.santocodigo.demotests.integration.UserIntegrationTest","","br.com.santocodigo.demotests.integration.UserIntegrationTest","shouldLoginError","shouldLoginError()",""
"passed","Fri Sep 15 17:35:25 GMT 2023","Fri Sep 15 17:35:25 GMT 2023","149","","br.com.santocodigo.demotests.service.UserServiceTest","","br.com.santocodigo.demotests.service.UserServiceTest","shouldThrowExceptionWhenCreateWithNullPassword","shouldThrowExceptionWhenCreateWithNullPassword()",""
"passed","Fri Sep 15 17:35:25 GMT 2023","Fri Sep 15 17:35:25 GMT 2023","2","","br.com.santocodigo.demotests.service.UserServiceTest","","br.com.santocodigo.demotests.service.UserServiceTest","shouldThrowExceptionWhenLoginWithNullPassword","shouldThrowExceptionWhenLoginWithNullPassword()",""
"passed","Fri Sep 15 17:35:25 GMT 2023","Fri Sep 15 17:35:25 GMT 2023","21","","br.com.santocodigo.demotests.integration.UserIntegrationTest","","br.com.santocodigo.demotests.integration.UserIntegrationTest","shouldCreateUser","shouldCreateUser()",""
